,FirstName,LastName,Place
840,Arjun,Nath,Kolkata
841,Arun,Nath,Kanpur
842,Ben,Kumar,Mumbai
843,Ben,Singh,Kanpur
844,Shahid,Srivas,Delhi
845,Arun,Kumar,Panjim
846,Priya,Ranjan,Panjim
847,Santosh,Malik,Mumbai
848,Meena,Nath,Lucknow
849,Ben,Nath,Kolkata
850,David,Nath,Chennai
851,Manoj,Gupta,Lucknow
852,Priya,Andrews,Panjim
853,Priya,Gupta,Mumbai
854,David,Ranjan,Delhi
855,Meena,Ranjan,Panjim
856,Arjun,Kumar,Lucknow
857,Arun,Singh,Kolkata
858,Ben,Singh,Kanpur
859,Manoj,Malik,Lucknow
860,Manoj,Nath,Kolkata
861,Santosh,Ranjan,Panjim
862,Arun,Gupta,Kanpur
863,Rahul,Nath,Lucknow
864,Rahul,Malik,Kanpur
865,Ben,Ranjan,Lucknow
866,Priya,Srivas,Delhi
867,Rahul,Andrews,Kolkata
868,Meena,Kumar,Chennai
869,Manoj,Kumar,Delhi
870,Ben,Singh,Kanpur
871,Priya,Singh,Chennai
872,Arjun,Ranjan,Kanpur
873,Shahid,Srivas,Kolkata
874,Ben,Kumar,Kanpur
875,Rahul,Srivas,Panjim
876,Manoj,Srivas,Panjim
877,Ben,Ranjan,Mumbai
878,Santosh,Malik,Kolkata
879,Shahid,Gupta,Panjim
880,Santosh,Srivas,Panjim
881,Arjun,Malik,Delhi
882,Santosh,Malik,Kolkata
883,David,Nath,Panjim
884,Shahid,Gupta,Delhi
885,Shahid,Andrews,Lucknow
886,Arun,Nath,Lucknow
887,Arun,Andrews,Panjim
888,David,Malik,Chennai
889,David,Nath,Kolkata
890,Arun,Nath,Lucknow
891,Ben,Ranjan,Kanpur
892,Santosh,Srivas,Kolkata
893,Santosh,Kumar,Panjim
894,Arun,Andrews,Lucknow
895,David,Kumar,Kanpur
896,Manoj,Kumar,Delhi
897,Arun,Kumar,Mumbai
898,Rahul,Singh,Delhi
899,Shahid,Ranjan,Panjim
900,Santosh,Kumar,Chennai
901,Shahid,Malik,Panjim
902,Priya,Gupta,Panjim
903,Santosh,Singh,Mumbai
904,Rahul,Ranjan,Kolkata
905,Ben,Ranjan,Kolkata
906,Rahul,Malik,Lucknow
907,Rahul,Singh,Kanpur
908,Meena,Ranjan,Delhi
909,David,Malik,Delhi
910,Arun,Singh,Delhi
911,Meena,Srivas,Lucknow
912,Rahul,Gupta,Panjim
913,Shahid,Ranjan,Chennai
914,Ben,Malik,Kanpur
915,Ben,Singh,Kanpur
916,Rahul,Singh,Kolkata
917,Rahul,Andrews,Kanpur
918,Priya,Srivas,Kolkata
919,Meena,Singh,Chennai
920,Shahid,Srivas,Kolkata
921,Priya,Kumar,Delhi
922,Rahul,Malik,Panjim
923,Shahid,Ranjan,Lucknow
924,Priya,Malik,Delhi
925,Arun,Malik,Chennai
926,Arjun,Ranjan,Chennai
927,Shahid,Kumar,Kolkata
928,Rahul,Malik,Panjim
929,Meena,Andrews,Delhi
930,Shahid,Singh,Delhi
931,Priya,Malik,Panjim
932,Manoj,Malik,Chennai
933,Ben,Ranjan,Kanpur
934,Priya,Srivas,Kanpur
935,Ben,Ranjan,Mumbai
936,Meena,Kumar,Delhi
937,Rahul,Nath,Kanpur
938,Ben,Ranjan,Chennai
939,Priya,Malik,Delhi
940,Priya,Malik,Delhi
941,Shahid,Kumar,Chennai
942,Arun,Gupta,Kolkata
943,David,Andrews,Panjim
944,Ben,Srivas,Kolkata
945,Rahul,Gupta,Panjim
946,Arjun,Srivas,Kanpur
947,Arjun,Malik,Kolkata
948,Shahid,Kumar,Kolkata
949,Priya,Kumar,Delhi
950,Arun,Singh,Kolkata
951,David,Andrews,Kanpur
952,David,Nath,Kolkata
953,Arun,Gupta,Mumbai
954,Shahid,Ranjan,Panjim
955,Priya,Srivas,Kolkata
956,Rahul,Srivas,Lucknow
957,Shahid,Singh,Panjim
958,Arun,Nath,Lucknow
959,Manoj,Nath,Delhi
960,Arjun,Andrews,Lucknow
961,Ben,Andrews,Chennai
962,Priya,Malik,Mumbai
963,Shahid,Singh,Kolkata
964,Arun,Singh,Delhi
965,Meena,Ranjan,Lucknow
966,Manoj,Kumar,Kolkata
967,Santosh,Ranjan,Panjim
968,Priya,Srivas,Kolkata
969,Arun,Singh,Panjim
970,David,Gupta,Panjim
971,Ben,Malik,Chennai
972,David,Gupta,Kanpur
973,David,Andrews,Lucknow
974,Arun,Srivas,Panjim
975,Priya,Malik,Kolkata
976,Ben,Andrews,Chennai
977,Manoj,Srivas,Lucknow
978,Priya,Gupta,Kanpur
979,David,Ranjan,Mumbai
980,Arun,Singh,Delhi
981,Arjun,Srivas,Kanpur
982,David,Malik,Mumbai
983,Meena,Malik,Mumbai
984,Shahid,Srivas,Mumbai
985,Priya,Andrews,Chennai
986,Arjun,Srivas,Delhi
987,Meena,Singh,Lucknow
988,David,Ranjan,Lucknow
989,Meena,Singh,Chennai
990,Manoj,Gupta,Chennai
991,Meena,Ranjan,Kolkata
992,Rahul,Gupta,Kolkata
993,Priya,Singh,Lucknow
994,Arjun,Malik,Panjim
995,Ben,Ranjan,Kolkata
996,Priya,Srivas,Kanpur
997,Ben,Srivas,Mumbai
998,Priya,Malik,Kanpur
999,Shahid,Kumar,Panjim
1000,Rahul,Singh,Kanpur
1001,Arun,Gupta,Kolkata
1002,Meena,Srivas,Mumbai
1003,Shahid,Nath,Delhi
1004,David,Gupta,Delhi
1005,Shahid,Singh,Panjim
1006,David,Kumar,Delhi
1007,Ben,Ranjan,Panjim
1008,David,Singh,Mumbai
1009,Arjun,Kumar,Delhi
1010,Rahul,Andrews,Kolkata
1011,Arjun,Singh,Kolkata
1012,Arun,Andrews,Chennai
1013,Arjun,Ranjan,Lucknow
1014,Rahul,Malik,Kolkata
1015,Shahid,Kumar,Lucknow
1016,Ben,Ranjan,Chennai
1017,Rahul,Kumar,Panjim
1018,Priya,Nath,Panjim
1019,Santosh,Nath,Kanpur
1020,Shahid,Srivas,Kanpur
1021,Meena,Malik,Kolkata
1022,Ben,Ranjan,Delhi
1023,Arjun,Andrews,Kolkata
1024,Shahid,Gupta,Chennai
1025,Ben,Andrews,Lucknow
1026,Manoj,Malik,Lucknow
1027,Arun,Nath,Panjim
1028,Priya,Nath,Panjim
1029,Manoj,Gupta,Chennai
1030,Rahul,Singh,Panjim
1031,Arjun,Srivas,Lucknow
1032,Manoj,Kumar,Mumbai
1033,Meena,Ranjan,Delhi
1034,Arun,Kumar,Kanpur
1035,Manoj,Srivas,Kolkata
1036,Shahid,Nath,Kolkata
1037,David,Nath,Mumbai
1038,Arjun,Kumar,Delhi
1039,David,Srivas,Panjim
1040,Meena,Nath,Chennai
1041,Arjun,Kumar,Kanpur
1042,Meena,Gupta,Panjim
1043,Meena,Kumar,Kanpur
1044,Rahul,Ranjan,Lucknow
1045,Arjun,Ranjan,Kolkata
1046,David,Gupta,Delhi
1047,Shahid,Malik,Kanpur
1048,Arun,Ranjan,Kanpur
1049,Arjun,Nath,Lucknow
1050,Santosh,Malik,Chennai
1051,Arun,Nath,Mumbai
1052,Arjun,Malik,Kanpur
1053,Ben,Srivas,Kolkata
1054,Shahid,Malik,Panjim
1055,Priya,Srivas,Chennai
1056,David,Kumar,Panjim
1057,Manoj,Gupta,Delhi
1058,David,Srivas,Chennai
1059,Ben,Nath,Kolkata
1060,Meena,Malik,Panjim
1061,Arun,Ranjan,Delhi
1062,Priya,Nath,Lucknow
1063,Ben,Nath,Chennai
1064,Meena,Gupta,Kanpur
1065,Santosh,Nath,Lucknow
1066,Arun,Ranjan,Kolkata
1067,Rahul,Nath,Kanpur
1068,Arun,Ranjan,Kanpur
1069,Arjun,Andrews,Chennai
1070,Arjun,Srivas,Kolkata
1071,Meena,Kumar,Mumbai
1072,Arjun,Singh,Lucknow
1073,Manoj,Srivas,Lucknow
1074,Priya,Srivas,Kolkata
1075,Shahid,Kumar,Lucknow
1076,Arun,Singh,Lucknow
1077,Arjun,Gupta,Kanpur
1078,Meena,Andrews,Kanpur
1079,Shahid,Nath,Delhi
1080,Santosh,Singh,Lucknow
1081,Shahid,Andrews,Kolkata
1082,David,Andrews,Kanpur
1083,Priya,Nath,Kanpur
1084,Meena,Nath,Panjim
1085,Meena,Nath,Kanpur
1086,Ben,Nath,Panjim
1087,Arjun,Andrews,Panjim
1088,Arun,Gupta,Panjim
1089,Meena,Malik,Mumbai
1090,David,Andrews,Lucknow
1091,Ben,Kumar,Mumbai
1092,Priya,Srivas,Lucknow
1093,Rahul,Singh,Kanpur
1094,Santosh,Singh,Chennai
1095,Arjun,Kumar,Kanpur
1096,Manoj,Singh,Kolkata
1097,Priya,Srivas,Chennai
1098,Arjun,Ranjan,Kolkata
1099,Ben,Nath,Delhi
1100,Rahul,Andrews,Mumbai
1101,Arjun,Nath,Delhi
1102,Shahid,Gupta,Kolkata
1103,Manoj,Gupta,Delhi
1104,Manoj,Kumar,Delhi
1105,Shahid,Gupta,Delhi
1106,Manoj,Malik,Lucknow
1107,Arjun,Ranjan,Delhi
1108,Arjun,Ranjan,Kanpur
1109,Shahid,Gupta,Mumbai
1110,Priya,Andrews,Chennai
1111,Arjun,Kumar,Mumbai
1112,Priya,Malik,Chennai
1113,Manoj,Malik,Mumbai
1114,Rahul,Gupta,Kolkata
1115,Shahid,Srivas,Chennai
1116,Ben,Malik,Panjim
1117,Rahul,Nath,Lucknow
1118,Priya,Gupta,Kolkata
1119,Ben,Singh,Mumbai
1120,David,Nath,Mumbai
1121,Arjun,Gupta,Lucknow
1122,Arun,Singh,Lucknow
1123,Meena,Kumar,Delhi
1124,Priya,Srivas,Mumbai
1125,Ben,Gupta,Kanpur
1126,Priya,Gupta,Kolkata
1127,David,Ranjan,Mumbai
1128,Manoj,Andrews,Panjim
1129,Priya,Srivas,Kanpur
1130,Meena,Singh,Delhi
1131,Manoj,Kumar,Mumbai
1132,Arun,Singh,Chennai
1133,Meena,Singh,Mumbai
1134,Priya,Kumar,Kanpur
1135,Rahul,Andrews,Lucknow
1136,David,Kumar,Mumbai
1137,Ben,Kumar,Lucknow
1138,Arjun,Nath,Lucknow
1139,Ben,Gupta,Chennai
1140,Rahul,Malik,Panjim
1141,Ben,Nath,Lucknow
1142,Arjun,Malik,Panjim
1143,Arun,Ranjan,Lucknow
1144,David,Nath,Delhi
1145,Ben,Andrews,Delhi
1146,Priya,Ranjan,Panjim
1147,Ben,Singh,Mumbai
1148,Arun,Gupta,Panjim
1149,Shahid,Ranjan,Chennai
1150,Priya,Nath,Delhi
1151,David,Nath,Mumbai
1152,Meena,Andrews,Kolkata
1153,Arun,Kumar,Delhi
1154,Shahid,Nath,Panjim
1155,David,Srivas,Panjim
1156,David,Kumar,Delhi
1157,Manoj,Singh,Mumbai
1158,Rahul,Ranjan,Delhi
1159,Arun,Andrews,Kolkata
1160,Meena,Malik,Chennai
1161,David,Srivas,Kolkata
1162,Priya,Gupta,Lucknow
1163,Arun,Kumar,Chennai
1164,Arun,Gupta,Chennai
1165,Rahul,Malik,Mumbai
1166,Ben,Ranjan,Delhi
1167,Rahul,Malik,Mumbai
1168,Santosh,Singh,Chennai
1169,Priya,Malik,Kolkata
1170,Santosh,Malik,Delhi
1171,Santosh,Nath,Delhi
1172,Shahid,Singh,Kanpur
1173,Arjun,Gupta,Kolkata
1174,Priya,Singh,Lucknow
1175,Arun,Ranjan,Mumbai
1176,Santosh,Srivas,Delhi
1177,Arjun,Gupta,Mumbai
1178,Rahul,Nath,Kolkata
1179,Priya,Ranjan,Panjim
1180,Rahul,Malik,Mumbai
1181,Manoj,Singh,Panjim
1182,Meena,Kumar,Kolkata
1183,Arjun,Malik,Chennai
1184,Rahul,Srivas,Kanpur
1185,Meena,Gupta,Lucknow
1186,Shahid,Srivas,Mumbai
1187,Ben,Ranjan,Panjim
1188,Manoj,Singh,Delhi
1189,Priya,Nath,Delhi
1190,Rahul,Kumar,Kanpur
1191,Manoj,Gupta,Mumbai
1192,Rahul,Andrews,Kanpur
1193,Santosh,Srivas,Mumbai
1194,Priya,Malik,Delhi
1195,Santosh,Gupta,Kolkata
1196,Meena,Andrews,Chennai
1197,Santosh,Malik,Kanpur
1198,Meena,Singh,Kanpur
1199,Ben,Ranjan,Kanpur
1200,Santosh,Gupta,Mumbai
1201,Rahul,Nath,Chennai
1202,Arjun,Singh,Lucknow
1203,Arun,Ranjan,Lucknow
1204,Rahul,Srivas,Mumbai
1205,Meena,Andrews,Chennai
1206,Shahid,Ranjan,Delhi
1207,David,Gupta,Kanpur
1208,Meena,Singh,Chennai
1209,David,Malik,Panjim
1210,Santosh,Andrews,Kolkata
1211,David,Nath,Lucknow
1212,Priya,Nath,Delhi
1213,Shahid,Kumar,Delhi
1214,David,Ranjan,Chennai
1215,Rahul,Singh,Chennai
1216,Shahid,Kumar,Lucknow
1217,Rahul,Singh,Lucknow
1218,Santosh,Ranjan,Delhi
1219,Shahid,Malik,Kolkata
1220,Arun,Gupta,Delhi
1221,Rahul,Andrews,Mumbai
1222,Manoj,Ranjan,Mumbai
1223,Manoj,Nath,Lucknow
1224,Shahid,Andrews,Panjim
1225,Santosh,Srivas,Lucknow
1226,Arjun,Kumar,Mumbai
1227,Santosh,Singh,Chennai
1228,Rahul,Nath,Kanpur
1229,Priya,Malik,Panjim
1230,Santosh,Srivas,Panjim
1231,Shahid,Nath,Mumbai
1232,Priya,Gupta,Panjim
1233,Arun,Ranjan,Kolkata
1234,Shahid,Andrews,Kanpur
1235,Priya,Andrews,Delhi
1236,Rahul,Malik,Kolkata
1237,Shahid,Andrews,Panjim
1238,Arun,Malik,Kolkata
1239,Rahul,Nath,Lucknow
1240,Arun,Andrews,Kolkata
1241,Santosh,Gupta,Lucknow
1242,Ben,Gupta,Kolkata
1243,Arjun,Srivas,Chennai
1244,Arjun,Nath,Kolkata
1245,Manoj,Andrews,Lucknow
1246,Priya,Singh,Delhi
1247,Ben,Singh,Delhi
1248,Meena,Gupta,Panjim
1249,Meena,Malik,Chennai
1250,Shahid,Gupta,Kolkata
1251,Rahul,Gupta,Chennai
1252,Priya,Kumar,Kanpur
1253,Priya,Nath,Delhi
1254,Shahid,Malik,Kolkata
1255,Rahul,Malik,Kolkata
1256,Ben,Ranjan,Panjim
1257,Priya,Kumar,Lucknow
1258,Arun,Ranjan,Kolkata
1259,David,Srivas,Delhi
1260,Santosh,Ranjan,Chennai
1261,David,Srivas,Mumbai
1262,David,Malik,Chennai
1263,Ben,Andrews,Kolkata
1264,Arjun,Malik,Chennai
1265,Meena,Andrews,Kanpur
1266,Meena,Malik,Lucknow
1267,David,Ranjan,Delhi
1268,Arjun,Nath,Kanpur
1269,Santosh,Andrews,Delhi
1270,Arun,Nath,Chennai
1271,Meena,Andrews,Chennai
1272,Ben,Srivas,Panjim
1273,Arun,Srivas,Chennai
1274,Ben,Gupta,Chennai
1275,Rahul,Gupta,Panjim
1276,Ben,Srivas,Mumbai
1277,Shahid,Ranjan,Kanpur
1278,Ben,Gupta,Mumbai
1279,Shahid,Srivas,Chennai
1280,Meena,Kumar,Delhi
1281,David,Malik,Chennai
1282,Meena,Gupta,Lucknow
1283,Arun,Ranjan,Kanpur
1284,Rahul,Kumar,Panjim
1285,Arjun,Singh,Delhi
1286,Rahul,Kumar,Panjim
1287,Ben,Singh,Delhi
1288,Meena,Andrews,Kanpur
1289,Manoj,Srivas,Mumbai
1290,Arun,Singh,Lucknow
1291,Santosh,Gupta,Mumbai
1292,Santosh,Ranjan,Chennai
1293,Santosh,Srivas,Panjim
1294,Arjun,Malik,Lucknow
1295,David,Kumar,Mumbai
1296,David,Malik,Kolkata
1297,Arun,Andrews,Panjim
1298,Santosh,Gupta,Chennai
1299,Arun,Ranjan,Kolkata
1300,Santosh,Gupta,Lucknow
1301,Santosh,Ranjan,Lucknow
1302,Arun,Gupta,Panjim
1303,Arjun,Gupta,Delhi
1304,Manoj,Malik,Lucknow
1305,Meena,Nath,Kanpur
1306,Rahul,Singh,Kolkata
1307,David,Srivas,Lucknow
1308,Ben,Andrews,Lucknow
1309,Arun,Gupta,Kolkata
1310,Shahid,Srivas,Chennai
1311,Ben,Singh,Panjim
1312,Manoj,Gupta,Lucknow
1313,Rahul,Andrews,Chennai
1314,Arun,Kumar,Kanpur
1315,Shahid,Ranjan,Chennai
1316,Arjun,Nath,Kanpur
1317,Arjun,Nath,Kolkata
1318,Shahid,Gupta,Lucknow
1319,Arjun,Singh,Delhi
1320,Santosh,Singh,Delhi
1321,Rahul,Kumar,Mumbai
1322,Manoj,Gupta,Kanpur
1323,Arun,Kumar,Kolkata
1324,Arjun,Nath,Chennai
1325,Ben,Gupta,Panjim
1326,Priya,Malik,Kolkata
1327,Priya,Ranjan,Lucknow
1328,Rahul,Kumar,Mumbai
1329,David,Malik,Mumbai
1330,Manoj,Ranjan,Kanpur
1331,Priya,Andrews,Mumbai
1332,David,Kumar,Mumbai
1333,Meena,Malik,Kolkata
1334,David,Andrews,Chennai
1335,Santosh,Malik,Kolkata
1336,Manoj,Nath,Panjim
1337,Rahul,Kumar,Kolkata
1338,Manoj,Andrews,Mumbai
1339,Meena,Malik,Chennai
1340,David,Singh,Mumbai
1341,Manoj,Singh,Mumbai
1342,Shahid,Singh,Mumbai
1343,Arjun,Kumar,Kolkata
1344,Meena,Ranjan,Panjim
1345,Priya,Singh,Delhi
1346,Ben,Nath,Kanpur
1347,David,Gupta,Lucknow
1348,Shahid,Gupta,Panjim
1349,Manoj,Gupta,Lucknow
1350,Shahid,Srivas,Delhi
1351,Manoj,Srivas,Kanpur
1352,Manoj,Gupta,Panjim
1353,David,Kumar,Lucknow
1354,Meena,Gupta,Panjim
1355,Meena,Gupta,Mumbai
1356,Arjun,Malik,Chennai
1357,Priya,Gupta,Kolkata
1358,Arjun,Singh,Mumbai
1359,Manoj,Kumar,Lucknow
1360,Priya,Srivas,Delhi
1361,Rahul,Singh,Kolkata
1362,Manoj,Kumar,Mumbai
1363,David,Kumar,Kanpur
1364,Manoj,Gupta,Mumbai
1365,Meena,Gupta,Chennai
1366,Ben,Nath,Chennai
1367,Meena,Kumar,Kanpur
1368,David,Gupta,Mumbai
1369,David,Singh,Panjim
1370,Rahul,Srivas,Lucknow
1371,Arjun,Singh,Panjim
1372,Arun,Malik,Kolkata
1373,Santosh,Malik,Chennai
1374,Ben,Malik,Delhi
1375,Ben,Ranjan,Panjim
1376,Santosh,Malik,Panjim
1377,Manoj,Kumar,Kanpur
1378,Shahid,Malik,Mumbai
1379,Meena,Ranjan,Panjim
1380,Ben,Nath,Panjim
1381,David,Andrews,Kolkata
1382,Arjun,Nath,Delhi
1383,Arun,Singh,Delhi
1384,Arun,Kumar,Panjim
1385,Meena,Gupta,Delhi
1386,Arun,Kumar,Chennai
1387,David,Singh,Kolkata
1388,Manoj,Nath,Kanpur
1389,Manoj,Malik,Mumbai
1390,Meena,Srivas,Panjim
1391,Arun,Nath,Panjim
1392,Shahid,Srivas,Lucknow
1393,Manoj,Singh,Mumbai
1394,Rahul,Gupta,Mumbai
1395,Arun,Singh,Kolkata
1396,Meena,Kumar,Panjim
1397,Rahul,Gupta,Delhi
1398,Arun,Srivas,Delhi
1399,Rahul,Ranjan,Mumbai
1400,Arjun,Ranjan,Chennai
1401,Arjun,Ranjan,Delhi
1402,Meena,Ranjan,Delhi
1403,Ben,Singh,Lucknow
1404,Arjun,Gupta,Delhi
1405,David,Malik,Kolkata
1406,Rahul,Kumar,Delhi
1407,Arun,Ranjan,Lucknow
1408,Santosh,Srivas,Lucknow
1409,David,Nath,Delhi
1410,Ben,Gupta,Panjim
1411,Meena,Gupta,Mumbai
1412,Priya,Singh,Lucknow
1413,Priya,Ranjan,Kanpur
1414,Arun,Srivas,Chennai
1415,Ben,Ranjan,Kanpur
1416,Arun,Gupta,Chennai
1417,Arjun,Gupta,Chennai
1418,Santosh,Nath,Kolkata
1419,Rahul,Srivas,Delhi
1420,Shahid,Andrews,Kolkata
1421,Arjun,Singh,Kanpur
1422,Santosh,Srivas,Lucknow
1423,Priya,Malik,Chennai
1424,Shahid,Gupta,Kanpur
1425,Santosh,Ranjan,Kanpur
1426,Santosh,Andrews,Panjim
1427,Arjun,Singh,Delhi
1428,Santosh,Kumar,Chennai
1429,Shahid,Gupta,Chennai
1430,Arjun,Gupta,Delhi
1431,David,Andrews,Chennai
1432,Shahid,Gupta,Kolkata
1433,Rahul,Malik,Chennai
1434,Santosh,Ranjan,Chennai
1435,Arun,Malik,Kolkata
1436,Manoj,Ranjan,Kanpur
1437,Rahul,Kumar,Chennai
1438,Ben,Kumar,Chennai
1439,Shahid,Kumar,Chennai
1440,Priya,Srivas,Kolkata
1441,David,Malik,Panjim
1442,David,Andrews,Kanpur
1443,Shahid,Ranjan,Kanpur
1444,David,Andrews,Panjim
1445,Santosh,Kumar,Lucknow
1446,Arjun,Singh,Kanpur
1447,Arun,Nath,Kolkata
1448,Rahul,Kumar,Mumbai
1449,Manoj,Gupta,Chennai
1450,Shahid,Andrews,Kolkata
1451,David,Srivas,Kolkata
1452,Priya,Andrews,Lucknow
1453,Arjun,Kumar,Panjim
1454,Shahid,Andrews,Kanpur
1455,Meena,Malik,Kolkata
1456,Arun,Singh,Delhi
1457,David,Gupta,Delhi
1458,Ben,Singh,Kanpur
1459,Santosh,Srivas,Chennai
1460,Arjun,Malik,Chennai
1461,Arjun,Gupta,Panjim
1462,Arun,Srivas,Kanpur
1463,Rahul,Srivas,Delhi
1464,Shahid,Andrews,Kolkata
1465,Santosh,Nath,Panjim
1466,Rahul,Nath,Panjim
1467,Meena,Ranjan,Lucknow
1468,Arun,Srivas,Lucknow
1469,Ben,Srivas,Lucknow
1470,David,Gupta,Delhi
1471,Arjun,Srivas,Panjim
1472,Shahid,Ranjan,Kolkata
1473,Arjun,Malik,Kolkata
1474,Santosh,Andrews,Chennai
1475,Manoj,Singh,Chennai
1476,Meena,Nath,Panjim
1477,Rahul,Kumar,Mumbai
1478,Shahid,Kumar,Kanpur
1479,David,Malik,Panjim
1480,Santosh,Andrews,Mumbai
1481,Arjun,Gupta,Panjim
1482,Arun,Andrews,Lucknow
1483,David,Nath,Kolkata
1484,Meena,Andrews,Panjim
1485,Rahul,Ranjan,Chennai
1486,David,Gupta,Mumbai
1487,Manoj,Andrews,Kanpur
1488,Shahid,Ranjan,Kanpur
1489,Santosh,Srivas,Chennai
1490,Rahul,Malik,Panjim
1491,Arun,Andrews,Mumbai
1492,Shahid,Andrews,Panjim
1493,Ben,Andrews,Kolkata
1494,Manoj,Srivas,Kanpur
1495,Shahid,Gupta,Kanpur
1496,Priya,Singh,Chennai
1497,Arjun,Nath,Panjim
1498,Arun,Kumar,Kolkata
1499,Shahid,Srivas,Panjim
1500,Manoj,Nath,Chennai
1501,Meena,Ranjan,Chennai
1502,Priya,Malik,Panjim
1503,David,Andrews,Panjim
1504,Ben,Kumar,Chennai
1505,Meena,Gupta,Chennai
1506,Manoj,Kumar,Delhi
1507,Ben,Singh,Panjim
1508,David,Gupta,Delhi
1509,Santosh,Nath,Chennai
1510,David,Singh,Lucknow
1511,Rahul,Srivas,Lucknow
1512,Arjun,Andrews,Panjim
1513,Santosh,Srivas,Panjim
1514,Manoj,Andrews,Chennai
1515,Rahul,Andrews,Mumbai
1516,Shahid,Gupta,Mumbai
1517,David,Singh,Mumbai
1518,Santosh,Singh,Kanpur
1519,Ben,Kumar,Delhi
1520,Shahid,Kumar,Chennai
1521,Arun,Malik,Kanpur
1522,Santosh,Kumar,Delhi
1523,Manoj,Malik,Kanpur
1524,Manoj,Ranjan,Panjim
1525,Rahul,Ranjan,Delhi
1526,Santosh,Malik,Panjim
1527,Arjun,Singh,Delhi
1528,Arjun,Malik,Panjim
1529,Ben,Singh,Delhi
1530,Manoj,Andrews,Panjim
1531,Rahul,Kumar,Kanpur
1532,Arjun,Kumar,Lucknow
1533,David,Malik,Kolkata
1534,Arun,Ranjan,Mumbai
1535,Shahid,Singh,Delhi
1536,Arjun,Nath,Kanpur
1537,Santosh,Gupta,Delhi
1538,Arun,Malik,Panjim
1539,Rahul,Nath,Chennai
1540,Manoj,Ranjan,Mumbai
1541,Shahid,Kumar,Kanpur
1542,Shahid,Srivas,Kanpur
1543,Ben,Andrews,Mumbai
1544,Shahid,Nath,Kanpur
1545,Rahul,Srivas,Chennai
1546,Rahul,Gupta,Mumbai
1547,Meena,Gupta,Panjim
1548,Manoj,Singh,Mumbai
1549,Arun,Nath,Mumbai
1550,Rahul,Malik,Chennai
1551,Ben,Kumar,Chennai
1552,Meena,Srivas,Lucknow
1553,Meena,Gupta,Lucknow
1554,Rahul,Malik,Delhi
1555,Rahul,Andrews,Lucknow
1556,Ben,Singh,Kolkata
1557,Ben,Singh,Kanpur
1558,Manoj,Ranjan,Kolkata
1559,Arun,Ranjan,Lucknow
1560,Priya,Nath,Panjim
1561,Shahid,Nath,Lucknow
1562,Manoj,Kumar,Kolkata
1563,Meena,Srivas,Delhi
1564,Shahid,Srivas,Lucknow
1565,Shahid,Singh,Chennai
1566,Ben,Ranjan,Chennai
1567,Santosh,Singh,Panjim
1568,Manoj,Kumar,Lucknow
1569,Priya,Srivas,Lucknow
1570,Santosh,Gupta,Delhi
1571,Manoj,Ranjan,Mumbai
1572,Shahid,Kumar,Delhi
1573,David,Andrews,Lucknow
1574,Manoj,Kumar,Delhi
1575,Santosh,Andrews,Lucknow
1576,Shahid,Malik,Mumbai
1577,Rahul,Andrews,Lucknow
1578,Manoj,Singh,Panjim
1579,Rahul,Kumar,Kolkata
1580,Arjun,Ranjan,Kanpur
1581,Priya,Ranjan,Lucknow
1582,Santosh,Gupta,Kanpur
1583,Rahul,Malik,Panjim
1584,Meena,Ranjan,Kolkata
1585,Ben,Malik,Lucknow
1586,Ben,Gupta,Lucknow
1587,Manoj,Singh,Delhi
1588,Shahid,Nath,Delhi
1589,Shahid,Singh,Lucknow
1590,Ben,Kumar,Panjim
1591,Santosh,Malik,Mumbai
1592,Manoj,Ranjan,Delhi
1593,Ben,Singh,Kolkata
1594,Shahid,Ranjan,Panjim
1595,David,Malik,Delhi
1596,Santosh,Andrews,Chennai
1597,Meena,Andrews,Panjim
1598,Arjun,Srivas,Kanpur
1599,Santosh,Kumar,Kolkata
1600,Arun,Malik,Chennai
1601,Santosh,Andrews,Panjim
1602,Santosh,Gupta,Chennai
1603,Manoj,Gupta,Kolkata
1604,Meena,Malik,Kanpur
1605,David,Andrews,Lucknow
1606,Meena,Srivas,Panjim
1607,Shahid,Kumar,Panjim
1608,David,Singh,Lucknow
1609,David,Singh,Chennai
1610,Meena,Gupta,Mumbai
1611,Arun,Srivas,Mumbai
1612,Ben,Ranjan,Mumbai
1613,Priya,Malik,Chennai
1614,Ben,Andrews,Mumbai
1615,David,Srivas,Kanpur
1616,Arjun,Srivas,Mumbai
1617,David,Malik,Chennai
1618,Meena,Kumar,Kanpur
1619,Priya,Malik,Lucknow
1620,Rahul,Nath,Delhi
1621,Shahid,Srivas,Chennai
1622,Rahul,Gupta,Kolkata
1623,Shahid,Srivas,Panjim
1624,Shahid,Kumar,Chennai
1625,Rahul,Andrews,Panjim
1626,Santosh,Andrews,Lucknow
1627,Shahid,Nath,Kolkata
1628,Meena,Gupta,Kanpur
1629,Rahul,Ranjan,Kolkata
1630,David,Srivas,Lucknow
1631,Priya,Andrews,Kanpur
1632,Priya,Gupta,Lucknow
1633,Priya,Malik,Kanpur
1634,Santosh,Singh,Lucknow
1635,Manoj,Kumar,Kolkata
1636,Manoj,Ranjan,Kanpur
1637,Ben,Malik,Chennai
1638,Santosh,Gupta,Chennai
1639,Arjun,Singh,Mumbai
1640,Rahul,Kumar,Mumbai
1641,Priya,Srivas,Lucknow
1642,Arun,Gupta,Kanpur
